OTU_ID	May_D_A	July_C_C	May_D_D	May_E_C	July_E_C	May_D_C	July_D_A	July_D_D	July_C_A	July_E_B	May_E_B	May_C_C	July_C_B	July_E_A	May_E_A	May_C_A	July_D_C	May_C_B	July_A_C	May_A_C	July_A_A	July_B_D	May_A_B	May_B_G	July_A_B	May_A_A	July_B_F	May_B_F	May_B_D	July_B_G
denovo662	2	0	1	0	1	7	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	1	0	2	5	0	0	0	0
denovo997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	0	0	0	2	1	0	0	0	0
denovo665	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	5	1	1	0	2	0	0	0	0	0	0	4	0
denovo1302	0	6	1	0	0	0	0	0	0	1	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0
denovo1202	1	5	0	1	0	2	1	0	1	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo793	1	0	0	0	0	0	5	2	0	2	1	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	3	5	2
denovo656	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	4	1	1	0	0	0	0	3
denovo1214	2	1	1	0	6	0	4	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	8	0	1	0	1	0
denovo1556	4	0	2	0	0	5	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
denovo1375	0	1	0	0	0	4	2	0	1	0	0	2	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
denovo530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	6	0	0	0	0	1	0	0	0	0
denovo1650	1	1	2	0	0	1	0	0	1	0	1	2	0	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0
denovo813	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	1	0	1	0	0	1
denovo989	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	1	1	0	1	0	0
denovo497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	0	0	0	0	1	1	0	0	0
denovo717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	2	0	0	0	0	0
denovo720	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	5	0	2
denovo1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	3	0	0	2	0	3
denovo1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	2	1	3	0	2	0	0	2	0	0
denovo1569	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	1	2
denovo1017	0	0	0	5	4	1	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo1550	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	3	0	0	0	5	1
denovo1496	5	0	8	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1265	0	0	1	4	0	1	0	0	0	0	3	2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1661	3	1	0	1	3	1	2	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
denovo1163	2	1	1	2	1	0	0	1	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0
denovo1577	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
denovo1132	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	1	0	1	0	0	0	0	0
denovo396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	5	0	0	0	0	0	0	0	0	0
denovo697	1	0	3	0	3	0	6	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo785	1	0	1	5	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1594	1	0	2	5	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
denovo1971	2	0	1	0	1	0	0	0	0	0	2	0	0	1	4	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1
denovo1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	6	0	0	0	0	2	0	0	1	0
denovo1830	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0	1	3	3	0	0	0	0
denovo970	0	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	3	1	0	0	0	1	0	1	0	0	3	0
denovo911	1	0	2	0	4	0	0	0	0	2	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo803	0	0	2	0	0	0	0	0	0	2	1	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo798	1	1	1	0	0	4	2	0	2	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0
denovo544	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	7	3	0	1	0	1	0	0	0	0	0
denovo1069	2	2	0	0	0	1	2	1	0	1	0	1	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1484	0	0	0	2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2	3	2
denovo950	0	0	0	0	1	3	2	1	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
denovo884	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	4	1	0	3	0	0	2	0	0	0	0
denovo1207	0	2	0	0	0	0	3	1	0	0	0	0	2	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0
denovo613	0	0	0	0	2	0	0	1	0	0	0	4	3	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
denovo1866	6	0	1	0	0	4	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo869	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	8	0
denovo726	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0
denovo908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	1	0	1	0	1	3	3
denovo516	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	3	1	0	0	0	2	0	0	0	0
denovo489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0
denovo1096	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1805	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	7	0	0	1	0	0
denovo969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	6	0	1	0	1	1	0	0	0	0
denovo1936	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	3	1	0	0	1	3	0	0
denovo1934	1	1	1	1	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	1
denovo1774	0	0	3	0	0	7	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
denovo777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	1	0	0	0	0	0
denovo1244	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	1	2	1	0
denovo1976	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	2	2	0
denovo895	0	4	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0
denovo942	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	9	0	0	1	0	0	2
denovo1669	0	0	0	1	0	0	0	0	0	1	2	8	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1584	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	4	1	1	2	0	2	0	1
denovo590	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
denovo859	2	0	1	0	3	1	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1676	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	2	1	1	0	1	1	1	0	0	0	0
denovo1184	1	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo1649	0	0	1	6	0	1	1	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1462	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	7	0	0	0	3	0	1	0	0	0
denovo1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	2	0	1	0	1	1	0	0
denovo1212	1	0	0	0	0	0	1	0	1	0	0	3	1	0	0	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0
denovo1461	1	0	1	0	0	1	0	0	0	0	0	0	4	0	2	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0
denovo2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	1	0	0	0	2	1
denovo386	4	0	1	0	3	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1954	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	2	2	1
denovo1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	9	0	1	0	0	0	0	0	0	0
denovo1540	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
denovo1429	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	5	1	0	1	0	3	0	0	0	0	0
denovo608	2	0	1	0	1	0	0	0	1	0	0	1	0	4	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
denovo1428	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	1	0	2	0	1	0	0
denovo780	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	3	0	0	0	0	0	1	4	0	0	1	0
denovo994	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	1	2	0	0	1	4	0	0	0	1	0
denovo1581	0	2	2	0	0	0	2	0	0	0	0	0	1	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo733	1	0	0	3	7	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	0	2	0	1	0	1	0	0	0
denovo1706	2	0	0	1	1	1	2	0	0	0	0	2	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo1173	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	6	0	0
denovo1065	8	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo1449	1	0	0	2	0	0	2	0	0	0	4	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0
denovo1105	1	0	0	2	0	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0
denovo1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	1	0	2	0	1	0	0
denovo2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	5
denovo945	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
denovo805	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	2	0
denovo1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	2	0	0	0	0	3	0	0	0	0
denovo501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	0	2	0	1	0	0	0	0	0
denovo1383	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	1	0	2	0	0	1	0	0	0	0
denovo1424	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	2	1	0	1	1	0
denovo1825	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	3	2	0	0	1	0	0	0	0	1
denovo2154	0	0	1	2	1	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0
denovo1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0
denovo799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	5	0	0	0	0	2	0	0	0	0
denovo801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	1	1	1	1	0	0	3	0
denovo512	0	0	3	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0
denovo1367	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	4	0	2	0	0	0	0	0	1	0	0	0	1	0	3
denovo1246	1	0	0	5	0	0	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
denovo1060	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	1	0	2	0	3	0	0	2	0
denovo2082	0	2	0	1	0	2	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1
denovo891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	6	1	0	0	0	0
denovo1226	1	0	1	1	0	2	0	0	0	0	4	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo944	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0
denovo1529	0	0	0	0	8	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	1	0	2	1	0	0	0	0
denovo1032	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	3	0	2	0	0	0	0	1
denovo1698	0	2	0	3	0	0	2	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
denovo1964	2	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0
denovo1182	1	0	0	0	1	4	0	0	1	0	0	0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo567	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	3
denovo941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	1	0	2	1	0	0	0	0
denovo1538	0	3	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0
denovo1366	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	1	1	1	1	1	1	0	0	0	0
denovo1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	2	0	1	0	0	0	1	0
denovo1750	3	0	0	2	1	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1671	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4
denovo1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	1	5
denovo1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	1	0	0	3	0	0	0	0
denovo1779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	1	1	1	2	1
denovo1110	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	2	2
denovo1223	2	3	0	0	0	1	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
denovo1919	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	3	1	1	0	0	0	0	0	0	1	0
denovo765	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0
denovo742	1	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	0
denovo756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	1	1	0	0	0	0
denovo1932	0	3	0	1	0	0	0	1	0	0	1	4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1874	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo1328	0	0	1	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4
denovo986	0	0	1	0	1	0	0	0	0	1	1	2	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
denovo962	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1657	0	2	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo740	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	1	0	0	0	0
denovo1841	1	1	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0
denovo1930	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	0	0	0	2	0	0	1	0	0	0	0	0	2	0
denovo1558	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	4
denovo873	0	1	3	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
denovo951	0	0	0	0	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
denovo1531	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo819	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3
denovo1441	0	0	0	0	0	1	0	0	1	0	0	7	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
denovo2055	2	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4
denovo503	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	0	1	0	0	2	0	0	0	0
denovo1034	0	5	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
denovo1085	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	1	0
denovo560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	2	0	0	1	0	0	0	0
denovo955	0	2	0	0	2	1	5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1858	1	0	0	6	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
denovo540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	3	0	0	0	0	0
denovo1004	1	0	0	3	1	2	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	4	0	2	0	0
denovo1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	5	1	0	0	0	0
denovo1565	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
denovo810	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	3	0	0	2	0	0
denovo1537	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	2	0	0	1	0	1	1	1	1	0	0	0	0
denovo1311	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	1	0
denovo1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	3	1	0	0	0	0
denovo2015	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	1	1	0	0	0	0	1	1	0	0	0
denovo1365	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	2	3	0	0	0	0
denovo1490	1	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
denovo1956	0	0	0	1	1	3	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0
denovo1688	1	1	1	0	0	0	0	0	2	0	1	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
denovo1638	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	4	1
denovo786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	2	0	0	0	0	0
denovo1047	0	0	2	1	0	4	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo463	0	4	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1644	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2
denovo1329	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	2	0
denovo524	1	2	0	0	0	0	1	0	0	0	0	4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
denovo551	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	4	0
denovo1090	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0
denovo1667	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	2	0	1	1	0	1	0
denovo2004	1	0	1	1	2	0	0	1	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo692	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	3	0	1	0	0	2	0	0	0	0
denovo781	0	0	2	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1309	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	5
denovo698	0	0	1	2	3	1	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1532	0	3	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
denovo1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	2	2	2	0
denovo1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0
denovo1598	0	1	0	0	0	0	0	0	0	0	0	6	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	0	0	0	0	0	2	0	0	1	0
denovo1406	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	1	0	3
denovo2118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	2	0	1	0	0	0	1	3	0
denovo1748	2	0	0	1	2	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1899	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	2	0	0	1
denovo1135	1	0	0	1	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7
denovo1773	1	0	0	0	0	2	4	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1323	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
denovo881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0
denovo1615	0	6	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	3	1	0	0	0	0
denovo1005	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	4	0	0	1	0	0	0	2	0	0
denovo1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	1	0	0	0	0	0
denovo1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	2	0	0	0	0
